Bryan Austin Gretchen Peters 0.656955914212507
Bryan Austin Jeffrey Steele 0.6468240741073227
Bryan Austin Terri Clark 0.5933891017218396
Bryan Austin Neil Thrasher 0.6767384287475744
Bryan Austin Marty Stuart 0.2856016364758655
Bryan Austin Bryan White 0.7869274665723833
Bryan Austin Steve Wariner 0.08139211917862749
Bryan Austin Keith Stegall 0.7721004500401925
Gretchen Peters Pam Tillis 0.2291069870383244
Gretchen Peters Kim Richey 0.5939556099934262
Gretchen Peters Martina McBride 0.3342964525428796
Gretchen Peters Owen Temple 0.2869126053472061
Gretchen Peters Bonnie Raitt 0.24871847358340612
Gretchen Peters Viktor Krauss 0.7463603269836352
Gretchen Peters Kenny Vaughan 0.7603788432019218
Gretchen Peters George Strait 0.39262157849185336
Gretchen Peters Shania Twain 0.34895247594660567
Gretchen Peters Anne Murray 0.7317080447171566
Gretchen Peters Trisha Yearwood 0.5371826418595752
Gretchen Peters Patty Loveless 0.21655300678500003
Gretchen Peters Neil Diamond 0.8254630856377982
Gretchen Peters Tom Russell 0.13346000381174986
Gretchen Peters K. T. Oslin 0.8034369528212263
Jeffrey Steele Billy Ray Cyrus 0.684970287014721
Jeffrey Steele Mark Wills 0.3328293363785105
Jeffrey Steele Julienne Irwin 0.7490151251837578
Jeffrey Steele Mike Walker (singer) 0.8079785757515385
Jeffrey Steele Western Flyer 0.6151489242700554
Jeffrey Steele Gloriana (band) 0.48722030867711014
Jeffrey Steele John Rich 0.3987047957854232
Jeffrey Steele Steve Wariner 0.13217924483873109
Jeffrey Steele Heidi Newfield 0.4408139091543064
Jeffrey Steele Anthony Smith (singer) 0.13472850523470306
Jeffrey Steele Montgomery Gentry 0.2067042019971315
Jeffrey Steele River Road (band) 0.577804422079992
Jeffrey Steele Steve Holy 0.3659839697525652
Jeffrey Steele Phil Vassar 0.381316858750137
Jeffrey Steele Tom Hambridge 0.8301495644534733
Jeffrey Steele Tim McGraw 0.3933793086813403
Jeffrey Steele Faith Hill 0.44735737573376
Jeffrey Steele Keith Anderson 0.4536978322889542
Jeffrey Steele LeAnn Rimes 0.47033811521932695
Jeffrey Steele Big & Rich 0.4065296865317958
Jeffrey Steele Jewel (musician) 0.22110699694623673
Jeffrey Steele Randy Houser 0.29644498793836693
Jeffrey Steele Rascal Flatts 0.2672291199081917
Jeffrey Steele Diamond Rio 0.19394592994756693
Jeffrey Steele Trace Adkins 0.6700084878959166
Jeffrey Steele Miley Cyrus 0.5913548754130312
Jeffrey Steele Crossin Dixon 0.7607034198511249
Jeffrey Steele Al Anderson (NRBQ) 0.4228041759063251
Jeffrey Steele Trick Pony 0.5733012219551058
Jeffrey Steele Kim Carnes 0.32728815610231693
Terri Clark Reba McEntire 0.2945019122318587
Terri Clark Ashley McBryde 0.1634289208895265
Terri Clark Ryan Laird 0.5588122365421068
Terri Clark Duane Steele 0.16113551633369028
Terri Clark Marty Stuart 0.1588005705192924
Terri Clark Tara Lyn Hart 0.30768870138282345
Terri Clark Brandy Clark 0.6430719630844138
Terri Clark Eric Church 0.3100861196056862
Terri Clark Patsy Cline 0.09753455182457307
Terri Clark Kelleigh Bannen 0.1268366862796162
Terri Clark Pam Tillis 0.32834589919142393
Terri Clark Toby Keith 0.18463625098781766
Terri Clark Dean Miller 0.5761505395694745
Terri Clark Shelly Fairchild 0.6635836032322405
Terri Clark Rory Feek 0.6180421740532964
Terri Clark Kim Richey 0.5031256562818409
Terri Clark Melba Montgomery 0.4623214017794094
Terri Clark Randy Owen 0.4412266191711588
Terri Clark Montgomery Gentry 0.2739139163483062
Terri Clark Rick Tippe 0.38675975023744763
Terri Clark Tammy Wynette 0.17551173529590727
Terri Clark Barbara Mandrell 0.30126235917644806
Terri Clark Gord Bamford 0.055124074706033394
Terri Clark Little Texas (band) 0.4652706275632907
Terri Clark Brad Paisley 0.16758260100288663
Terri Clark Billy Walker (musician) 0.22814305922506467
Terri Clark Tanya Tucker 0.23006226658992796
Terri Clark Lynn Anderson 0.3402092364172996
Terri Clark Kira Isabella 0.3521132397108633
Terri Clark The Grascals 0.5127338337746099
Terri Clark Beth Nielsen Chapman 0.5628686771998038
Terri Clark Brooks & Dunn 0.1417340222863373
Terri Clark Emerson Drive 0.16288478084402658
Terri Clark Johnny Cash 0.2290736059098415
Terri Clark George Fox (singer) 0.11504442763292175
Terri Clark Shania Twain 0.22745066255858062
Terri Clark Chuck Wicks 0.2591477123784966
Terri Clark Paul Brandt 0.15376316759466374
Terri Clark Warren Zevon 0.33780147990961423
Terri Clark Steve Wariner 0.13994121565879217
Terri Clark Dean Brody 0.09943569781697188
Terri Clark Big & Rich 0.17320347129903776
Terri Clark Keith Stegall 0.5022582120128075
Terri Clark Johnny Reid 0.17678103972171233
Terri Clark Sara Evans 0.27572637654855714
Terri Clark Dierks Bentley 0.22071923606580043
Terri Clark George Jones 0.24224991877428537
Terri Clark Tammy Rogers 0.5162137146388556
Terri Clark Ty Herndon 0.47584611529676907
Terri Clark Mary Chapin Carpenter 0.27800436199447115
Terri Clark Hillary Lindsey 0.6385426353793384
Terri Clark Kelly Clarkson 0.3134735357529174
Terri Clark Victoria Banks 0.5864885778421098
Terri Clark James Bonamy 0.34499563626102897
Neil Thrasher Jackie Lee (country singer) 0.11473118053334866
Neil Thrasher Montgomery Gentry 0.43716258571974115
Neil Thrasher Reba McEntire 0.45843313274763026
Neil Thrasher Brice Long 0.6460960685009818
Neil Thrasher Randy Houser 0.6426991544026335
Neil Thrasher Marty Raybon 0.8237829595837558
Neil Thrasher Lee Brice 0.5275813091781144
Neil Thrasher Diamond Rio 0.4070228392475747
Neil Thrasher Rhett Akins 0.5480917080518749
Neil Thrasher Billy Ray Cyrus 0.8108194159881431
Neil Thrasher Garth Brooks 0.6009108553616911
Neil Thrasher Kristy Lee Cook 0.7799969613465308
Neil Thrasher Jeff Carson 0.5493545624161923
Neil Thrasher Ronnie Dunn 0.8180643980340079
Neil Thrasher Collin Raye 0.6318117038572436
Neil Thrasher Ricky Lynn Gregg 0.11466541541592687
Neil Thrasher Jason Aldean 0.6101904393876755
Neil Thrasher Rascal Flatts 0.4861025141470486
Neil Thrasher Kenny Chesney 0.6743285754841949
Neil Thrasher Andy Griggs 0.8704415175089772
Neil Thrasher Chris Cagle 0.7242828138368914
Neil Thrasher Thrasher Shiver 0.4741980682555404
Marty Stuart Pokey LaFarge 0.16443269164439955
Marty Stuart Rhonda Vincent 0.30738843219041295
Marty Stuart Sonya Isaacs 0.35775906012480874
Marty Stuart Dwight Yoakam 0.11173836736648364
Marty Stuart The Jordanaires 0.2796193677467921
Marty Stuart Conway Twitty 0.2791706493047897
Marty Stuart Johnny Cash 0.03209380543853089
