Bryan Austin Gretchen Peters 1.5221721554918946
Bryan Austin Jeffrey Steele 1.5460154314449304
Bryan Austin Terri Clark 1.6852348603947997
Bryan Austin Neil Thrasher 1.4776758013442195
Bryan Austin Marty Stuart 3.501380497462605
Bryan Austin Bryan White 1.2707651498754973
Bryan Austin Steve Wariner 12.286201785769292
Bryan Austin Keith Stegall 1.2951682646318157
Gretchen Peters Pam Tillis 4.364773038688352
Gretchen Peters Kim Richey 1.6836275020806148
Gretchen Peters Martina McBride 2.991356900120655
Gretchen Peters Owen Temple 3.4853818945663058
Gretchen Peters Bonnie Raitt 4.0206100720727385
Gretchen Peters Viktor Krauss 1.3398354170852467
Gretchen Peters Kenny Vaughan 1.3151339084988793
Gretchen Peters George Strait 2.5469817625440303
Gretchen Peters Shania Twain 2.8657197438914666
Gretchen Peters Anne Murray 1.3666653075907513
Gretchen Peters Trisha Yearwood 1.8615642466373845
Gretchen Peters Patty Loveless 4.617807043394361
Gretchen Peters Neil Diamond 1.211441210877825
Gretchen Peters Tom Russell 7.492881548321669
Gretchen Peters K. T. Oslin 1.2446527340926417
Jeffrey Steele Billy Ray Cyrus 1.459917340879501
Jeffrey Steele Mark Wills 3.0045428413279924
Jeffrey Steele Julienne Irwin 1.3350865241268224
Jeffrey Steele Mike Walker (singer) 1.237656579037202
Jeffrey Steele Western Flyer 1.6256226103079259
Jeffrey Steele Gloriana (band) 2.052459600288785
Jeffrey Steele John Rich 2.5081213232714274
Jeffrey Steele Steve Wariner 7.565484287794786
Jeffrey Steele Heidi Newfield 2.2685309588313176
Jeffrey Steele Anthony Smith (singer) 7.422334258499754
Jeffrey Steele Montgomery Gentry 4.837831018132265
Jeffrey Steele River Road (band) 1.730689419787027
Jeffrey Steele Steve Holy 2.73236011040615
Jeffrey Steele Phil Vassar 2.6224909207469986
Jeffrey Steele Tom Hambridge 1.204602210034703
Jeffrey Steele Tim McGraw 2.5420757470750885
Jeffrey Steele Faith Hill 2.2353493073849293
Jeffrey Steele Keith Anderson 2.2041101562132064
Jeffrey Steele LeAnn Rimes 2.1261300490896478
Jeffrey Steele Big & Rich 2.4598449587562587
Jeffrey Steele Jewel (musician) 4.522697218139845
Jeffrey Steele Randy Houser 3.373307158790309
Jeffrey Steele Rascal Flatts 3.7421071488898985
Jeffrey Steele Diamond Rio 5.156076233568546
Jeffrey Steele Trace Adkins 1.4925184054613743
Jeffrey Steele Miley Cyrus 1.6910319701034866
Jeffrey Steele Crossin Dixon 1.3145727676572128
Jeffrey Steele Al Anderson (NRBQ) 2.3651611241927664
Jeffrey Steele Trick Pony 1.7442837407353515
Jeffrey Steele Kim Carnes 3.055411512316931
Terri Clark Reba McEntire 3.3955636906449325
Terri Clark Ashley McBryde 6.1188680348441675
Terri Clark Ryan Laird 1.7895098471499729
Terri Clark Duane Steele 6.205956469144473
Terri Clark Marty Stuart 6.29720659522764
Terri Clark Tara Lyn Hart 3.250038092090386
Terri Clark Brandy Clark 1.5550359172924064
Terri Clark Eric Church 3.2249105547569386
Terri Clark Patsy Cline 10.252776901037215
Terri Clark Kelleigh Bannen 7.884154256407036
Terri Clark Pam Tillis 3.0455687202507296
Terri Clark Toby Keith 5.41605451069292
Terri Clark Dean Miller 1.7356574910912084
Terri Clark Shelly Fairchild 1.5069691220957138
Terri Clark Rory Feek 1.6180125596311907
Terri Clark Kim Richey 1.9875750471365745
Terri Clark Melba Montgomery 2.162997421601384
Terri Clark Randy Owen 2.266409043675772
Terri Clark Montgomery Gentry 3.6507820169618914
Terri Clark Rick Tippe 2.585584460084223
Terri Clark Tammy Wynette 5.697624710473242
Terri Clark Barbara Mandrell 3.3193658933484764
Terri Clark Gord Bamford 18.14089407092667
Terri Clark Little Texas (band) 2.149286760776598
Terri Clark Brad Paisley 5.967206583592618
Terri Clark Billy Walker (musician) 4.383214652230525
Terri Clark Tanya Tucker 4.346649343338164
Terri Clark Lynn Anderson 2.9393675801717594
Terri Clark Kira Isabella 2.8399954537953387
Terri Clark The Grascals 1.9503296527913252
Terri Clark Beth Nielsen Chapman 1.7766133389672099
Terri Clark Brooks & Dunn 7.055468996567077
Terri Clark Emerson Drive 6.139308993868304
Terri Clark Johnny Cash 4.365409083373747
Terri Clark George Fox (singer) 8.692294103898297
Terri Clark Shania Twain 4.396557867763726
Terri Clark Chuck Wicks 3.8588031158826364
Terri Clark Paul Brandt 6.503508061411089
Terri Clark Warren Zevon 2.960318587910185
Terri Clark Steve Wariner 7.1458576037971735
Terri Clark Dean Brody 10.05675046240102
Terri Clark Big & Rich 5.773556340989775
Terri Clark Keith Stegall 1.9910077646963393
Terri Clark Johnny Reid 5.656715231306446
Terri Clark Sara Evans 3.626783960670131
Terri Clark Dierks Bentley 4.530642719793946
Terri Clark George Jones 4.127968360359876
Terri Clark Tammy Rogers 1.9371821624297652
Terri Clark Ty Herndon 2.1015197305463635
Terri Clark Mary Chapin Carpenter 3.597065861937402
Terri Clark Hillary Lindsey 1.5660661396649433
Terri Clark Kelly Clarkson 3.190061954027943
Terri Clark Victoria Banks 1.7050630443295907
Terri Clark James Bonamy 2.8985873874746195
Neil Thrasher Jackie Lee (country singer) 8.716026413668185
Neil Thrasher Montgomery Gentry 2.2874784637701957
Neil Thrasher Reba McEntire 2.181343207037579
Neil Thrasher Brice Long 1.5477574446786475
Neil Thrasher Randy Houser 1.555937942581339
Neil Thrasher Marty Raybon 1.2139119756802008
Neil Thrasher Lee Brice 1.8954424324808565
Neil Thrasher Diamond Rio 2.4568645873745245
Neil Thrasher Rhett Akins 1.8245121852953732
Neil Thrasher Billy Ray Cyrus 1.2333202440413975
Neil Thrasher Garth Brooks 1.664140348068925
Neil Thrasher Kristy Lee Cook 1.2820562765701955
Neil Thrasher Jeff Carson 1.820318003006586
Neil Thrasher Ronnie Dunn 1.22239765280487
Neil Thrasher Collin Raye 1.5827500407082482
Neil Thrasher Ricky Lynn Gregg 8.721025397001277
Neil Thrasher Jason Aldean 1.6388326257676167
Neil Thrasher Rascal Flatts 2.057179238734599
Neil Thrasher Kenny Chesney 1.4829565828230844
Neil Thrasher Andy Griggs 1.1488422598014307
Neil Thrasher Chris Cagle 1.3806761404464307
Neil Thrasher Thrasher Shiver 2.1088234367524046
Marty Stuart Pokey LaFarge 6.08151572536798
Marty Stuart Rhonda Vincent 3.2532128579924766
Marty Stuart Sonya Isaacs 2.795177289573428
Marty Stuart Dwight Yoakam 8.949477458536359
Marty Stuart The Jordanaires 3.576290183538162
Marty Stuart Conway Twitty 3.5820384502821843
